mef_v3_id,termino_canonico,capa,fuente_id,archivo,linea,tipo_coincidencia,forma_encontrada,contexto
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-054,ENG-054-RESOURCE_MANAGEMENT_ENGINEERING.md,3337,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,3342,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-056,ENG-056-CONTEXT_MANAGEMENT_ENGINEERING.md,3109,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,3107,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-059,ENG-059-RESOLUTION_ENGINEERING.md,2742,CANONICO,ARQ-004,-   ARQ-004 --- Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,3244,CANONICO,ARQ-004,-   ARQ-004 --- Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-061,ENG-061-INTEROPERABILITY_ENGINEERING.md,2914,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-062,ENG-062-SCHEMA_ENGINEERING.md,2980,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-063,ENG-063-DATA_TRANSFORMATION_ENGINEERING.md,2945,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,3272,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-066,ENG-066-UPGRADE_ENGINEERING.md,3001,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-067,ENG-067-DEPLOYMENT_ENGINEERING.md,3232,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-068,ENG-068-ENVIRONMENT_ENGINEERING.md,3079,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-069,ENG-069-HEALTH_READINESS_ENGINEERING.md,3043,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-074,ENG-074-RELIABILITY_ENGINEERING.md,3351,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0052,ARQ-004,ENG,ENG-075,ENG-075-MAINTAINABILITY_ENGINEERING.md,3580,CANONICO,ARQ-004,- ARQ-004 — Modules
MEF-V3-DIC-0053,ARQ-010,ARQ,ARQ-009,ARQ-009-BUILDERS.md,17,CANONICO,ARQ-010,- ARQ-010
MEF-V3-DIC-0053,ARQ-010,ARQ,ARQ-010,ARQ-010-TEMPLATE_ENGINE.md,2,CANONICO,ARQ-010,id: ARQ-010
MEF-V3-DIC-0053,ARQ-010,ARQ,ARQ-010,ARQ-010-TEMPLATE_ENGINE.md,26,CANONICO,ARQ-010,# ARQ-010
MEF-V3-DIC-0053,ARQ-010,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,17,CANONICO,ARQ-010,- ARQ-010
MEF-V3-DIC-0053,ARQ-010,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,314,CANONICO,ARQ-010,- ARQ-010 — Template Engine
MEF-V3-DIC-0053,ARQ-010,ENG,ENG-000,ENG-000-INGENIERIA_GENERAL.md,700,CANONICO,ARQ-010,ARQ-010 Template Engine
MEF-V3-DIC-0053,ARQ-010,ENG,ENG-000,ENG-000-INGENIERIA_GENERAL.md,835,CANONICO,ARQ-010,- ARQ-010 — Template Engine
MEF-V3-DIC-0053,ARQ-010,ENG,ENG-008,ENG-008-GENERADORES.md,19,CANONICO,ARQ-010,- ARQ-010
MEF-V3-DIC-0053,ARQ-010,ENG,ENG-008,ENG-008-GENERADORES.md,1489,CANONICO,ARQ-010,- ARQ-010 — Template Engine
MEF-V3-DIC-0053,ARQ-010,ENG,ENG-012,ENG-012-BUILD_SYSTEM.md,1854,CANONICO,ARQ-010,- ARQ-010 — Template Engine
MEF-V3-DIC-0054,ARQ-011,ARQ,ARQ-007,ARQ-007-SERVICE_CONTAINER.md,18,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ARQ,ARQ-009,ARQ-009-BUILDERS.md,18,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ARQ,ARQ-010,ARQ-010-TEMPLATE_ENGINE.md,16,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ARQ,ARQ-010,ARQ-010-TEMPLATE_ENGINE.md,284,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ARQ,ARQ-011,ARQ-011-CONTRACTS.md,2,CANONICO,ARQ-011,id: ARQ-011
MEF-V3-DIC-0054,ARQ-011,ARQ,ARQ-011,ARQ-011-CONTRACTS.md,27,CANONICO,ARQ-011,# ARQ-011
MEF-V3-DIC-0054,ARQ-011,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,14,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,266,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ARQ,ARQ-015,ARQ-015-EXTENSION_MODEL.md,15,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ARQ,ARQ-016,ARQ-016-SECURITY.md,13,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ARQ,ARQ-017,ARQ-017-PACKAGING.md,14,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ARQ,ARQ-017,ARQ-017-PACKAGING.md,301,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-001,ENG-001-ORGANIZACION_DEL_CODIGO.md,17,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-001,ENG-001-ORGANIZACION_DEL_CODIGO.md,1070,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-002,ENG-002-ESPECIFICACION_DE_MODULES.md,17,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-002,ENG-002-ESPECIFICACION_DE_MODULES.md,1154,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-003,ENG-003-MANIFEST.md,1407,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-004,ENG-004-CONVENCIONES.md,1574,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-005,ENG-005-NOMENCLATURA.md,1649,CANONICO,ARQ-011,ARQ-011-CONTRACTS.md
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-005,ENG-005-NOMENCLATURA.md,2544,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-008,ENG-008-GENERADORES.md,1490,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-009,ENG-009-TESTING.md,22,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-009,ENG-009-TESTING.md,1776,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-013,ENG-013-PACKAGE_MANAGER.md,3026,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-014,ENG-014-VERSIONADO.md,18,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-014,ENG-014-VERSIONADO.md,277,CANONICO,ARQ-011,Los Contracts definidos por ARQ-011 deberán considerarse superficies versionables.
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-014,ENG-014-VERSIONADO.md,2761,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-015,ENG-015-ARCHITECTURAL_STATE_MACHINE.md,3167,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-016,ENG-016-COMPATIBILITY.md,24,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-016,ENG-016-COMPATIBILITY.md,518,CANONICO,ARQ-011,ARQ-011 define Contracts como superficies explícitas.
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-016,ENG-016-COMPATIBILITY.md,3279,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,23,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-017,ENG-017-RELEASE_PROCESS.md,3295,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-018,ENG-018-DEPENDENCY_INJECTION.md,24,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-018,ENG-018-DEPENDENCY_INJECTION.md,314,CANONICO,ARQ-011,ARQ-011 y ENG-021 gobernarán Contracts.
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-018,ENG-018-DEPENDENCY_INJECTION.md,3018,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-019,ENG-019-SERVICE_CONTAINER.md,26,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-019,ENG-019-SERVICE_CONTAINER.md,2789,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-020,ENG-020-REGISTRY_ENGINNEERING.md,30,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-020,ENG-020-REGISTRY_ENGINNEERING.md,3206,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-021,ENG-021-CONTRACTS_ENGINNEERING.md,29,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-021,ENG-021-CONTRACTS_ENGINNEERING.md,2835,CANONICO,ARQ-011,Cambios estructurales de Contracts públicos deberán revisarse contra ARQ-011.
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-021,ENG-021-CONTRACTS_ENGINNEERING.md,3269,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-022,ENG-022-EVENT_BUS_ENGINNEERING.md,31,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-022,ENG-022-EVENT_BUS_ENGINNEERING.md,3499,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-023,ENG-023-ERROR_HANDLING.md,33,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-023,ENG-023-ERROR_HANDLING.md,3394,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-024,ENG-024-SECURITY_ENGINEERING.md,39,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-024,ENG-024-SECURITY_ENGINEERING.md,4125,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,27,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-028,ENG-028-MODULE_ENGINEERING.md,3428,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-029,ENG-029-EXTENSION_ENGINEERING.md,25,CANONICO,ARQ-011,- ARQ-011
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-029,ENG-029-EXTENSION_ENGINEERING.md,2627,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-030,ENG-030-PERSISTENCE_ENGINEERING.md,3072,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-031,ENG-031-SERIALIZATION_ENGINEERING.md,3241,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-032,ENG-032-TRANSPORT_ENGINEERING.md,3255,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-033,ENG-033-INTERFACE_ENGINEERING.md,1727,CANONICO,ARQ-011,ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-034,ENG-034-APPLICATION_ENGINEERING.md,3022,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-035,ENG-035-DOMAIN_ENGINEERING.md,3525,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-036,ENG-036-VALIDATION_ENGINEERING.md,2982,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-037,ENG-037-CACHING_ENGINEERING.md,3259,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-038,ENG-038-CONCURRENCY_ENGINEERING.md,3276,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-039,ENG-039-RESILIENCE_ENGINEERING.md,3181,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-040,ENG-040-SCHEDULING_BACKGROUND_JOBS_ENGINEERING.md,4168,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-041,ENG-041-MESSAGING_ENGINEERING.md,4129,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-042,ENG-042-TRANSACTION_ENGINEERING.md,3378,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-043,ENG-043-DATA_ACCESS_ENGINEERING.md,3608,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-044,ENG-044-API_ENGINEERING.md,4202,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-045,ENG-045-AUTHENTICATION_ENGINEERING.md,3888,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-046,ENG-046-AUTHORIZATION_ENGINEERING.md,3959,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-047,ENG-047-IDENTITY_ACCESS_MANAGEMENT_ENGINEERING.md,4020,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-048,ENG-048-MULTI_TENANCY_ENGINEERING.md,3484,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-049,ENG-049-CONFIGURATION_MANAGEMENT_ENGINEERING.md,3473,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-050,ENG-050-FEATURE_MANAGEMENT_ENGINEERING.md,3019,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-051,ENG-051-POLICY_ENGINEERING.md,3107,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-052,ENG-052-WORKFLOW_ENGINEERING.md,3559,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-053,ENG-053-STATE_MANAGEMENT_ENGINEERING.md,3140,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-054,ENG-054-RESOURCE_MANAGEMENT_ENGINEERING.md,3340,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-055,ENG-055-LIFECYCLE_MANAGEMENT_ENGINEERING.md,3345,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-056,ENG-056-CONTEXT_MANAGEMENT_ENGINEERING.md,3112,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-057,ENG-057-METADATA_ENGINEERING.md,3110,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-059,ENG-059-RESOLUTION_ENGINEERING.md,2745,CANONICO,ARQ-011,-   ARQ-011 --- Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-060,ENG-060-PLUGIN_ENGINEERING.md,3247,CANONICO,ARQ-011,-   ARQ-011 --- Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-061,ENG-061-INTEROPERABILITY_ENGINEERING.md,2915,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-062,ENG-062-SCHEMA_ENGINEERING.md,2981,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-063,ENG-063-DATA_TRANSFORMATION_ENGINEERING.md,2946,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-065,ENG-065-MIGRATION_ENGINEERING.md,3273,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-066,ENG-066-UPGRADE_ENGINEERING.md,3002,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-067,ENG-067-DEPLOYMENT_ENGINEERING.md,3233,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-070,ENG-070-PERFORMANCE_ENGINEERING.md,3176,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-071,ENG-071-CAPACITY_ENGINEERING.md,3779,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-072,ENG-072-SCALABILITY_ENGINEERING.md,3399,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-073,ENG-073-AVAILABILITY_ENGINEERING.md,3437,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-074,ENG-074-RELIABILITY_ENGINEERING.md,3352,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-075,ENG-075-MAINTAINABILITY_ENGINEERING.md,3581,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-076,ENG-076-RECOVERABILITY_ENGINEERING.md,3866,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-077,ENG-077-DURABILITY_ENGINEERING.md,3653,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-078,ENG-078-CONSISTENCY_ENGINEERING.md,3684,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-079,ENG-079-DATA_INTEGRITY_ENGINEERING.md,3950,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-080,ENG-080-DATA_QUALITY_ENGINEERING.md,4048,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0054,ARQ-011,ENG,ENG-081,ENG-081-DATA_GOVERNANCE_ENGINEERING.md,4534,CANONICO,ARQ-011,- ARQ-011 — Contracts
MEF-V3-DIC-0055,ARQ-012,ARQ,ARQ-007,ARQ-007-SERVICE_CONTAINER.md,19,CANONICO,ARQ-012,- ARQ-012
MEF-V3-DIC-0055,ARQ-012,ARQ,ARQ-009,ARQ-009-BUILDERS.md,19,CANONICO,ARQ-012,- ARQ-012
MEF-V3-DIC-0055,ARQ-012,ARQ,ARQ-011,ARQ-011-CONTRACTS.md,17,CANONICO,ARQ-012,- ARQ-012
MEF-V3-DIC-0055,ARQ-012,ARQ,ARQ-011,ARQ-011-CONTRACTS.md,283,CANONICO,ARQ-012,- ARQ-012 — Dependency Injection
MEF-V3-DIC-0055,ARQ-012,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,2,CANONICO,ARQ-012,id: ARQ-012
MEF-V3-DIC-0055,ARQ-012,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,27,CANONICO,ARQ-012,# ARQ-012
MEF-V3-DIC-0055,ARQ-012,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,15,CANONICO,ARQ-012,- ARQ-012
MEF-V3-DIC-0055,ARQ-012,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,315,CANONICO,ARQ-012,- ARQ-012 — Dependency Injection
MEF-V3-DIC-0055,ARQ-012,ARQ,ARQ-014,ARQ-014-FRAMEWORK_LIFECYCLE.md,17,CANONICO,ARQ-012,- ARQ-012
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-004,ENG-004-CONVENCIONES.md,1575,CANONICO,ARQ-012,- ARQ-012 — Dependency Injection
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-018,ENG-018-DEPENDENCY_INJECTION.md,25,CANONICO,ARQ-012,- ARQ-012
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-018,ENG-018-DEPENDENCY_INJECTION.md,3019,CANONICO,ARQ-012,- ARQ-012 — Dependency Injection
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-019,ENG-019-SERVICE_CONTAINER.md,27,CANONICO,ARQ-012,- ARQ-012
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-019,ENG-019-SERVICE_CONTAINER.md,2790,CANONICO,ARQ-012,- ARQ-012 — Dependency Injection
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-020,ENG-020-REGISTRY_ENGINNEERING.md,3207,CANONICO,ARQ-012,- ARQ-012 — Dependency Injection
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-021,ENG-021-CONTRACTS_ENGINNEERING.md,30,CANONICO,ARQ-012,- ARQ-012
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-021,ENG-021-CONTRACTS_ENGINNEERING.md,3270,CANONICO,ARQ-012,- ARQ-012 — Dependency Injection
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-022,ENG-022-EVENT_BUS_ENGINNEERING.md,32,CANONICO,ARQ-012,- ARQ-012
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-022,ENG-022-EVENT_BUS_ENGINNEERING.md,3500,CANONICO,ARQ-012,- ARQ-012 — Dependency Injection
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-023,ENG-023-ERROR_HANDLING.md,34,CANONICO,ARQ-012,- ARQ-012
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-023,ENG-023-ERROR_HANDLING.md,3395,CANONICO,ARQ-012,- ARQ-012 — Dependency Injection
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-024,ENG-024-SECURITY_ENGINEERING.md,40,CANONICO,ARQ-012,- ARQ-012
MEF-V3-DIC-0055,ARQ-012,ENG,ENG-024,ENG-024-SECURITY_ENGINEERING.md,4126,CANONICO,ARQ-012,- ARQ-012 — Dependency Injection
MEF-V3-DIC-0056,ARQ-013,ARQ,ARQ-010,ARQ-010-TEMPLATE_ENGINE.md,17,CANONICO,ARQ-013,- ARQ-013
MEF-V3-DIC-0056,ARQ-013,ARQ,ARQ-010,ARQ-010-TEMPLATE_ENGINE.md,285,CANONICO,ARQ-013,- ARQ-013 — Configuration
MEF-V3-DIC-0056,ARQ-013,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,17,CANONICO,ARQ-013,- ARQ-013
MEF-V3-DIC-0056,ARQ-013,ARQ,ARQ-012,ARQ-012-DEPENDENCY_INJECTION.md,267,CANONICO,ARQ-013,- ARQ-013 — Configuration
MEF-V3-DIC-0056,ARQ-013,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,2,CANONICO,ARQ-013,id: ARQ-013
MEF-V3-DIC-0056,ARQ-013,ARQ,ARQ-013,ARQ-013-CONFIGURATION.md,27,CANONICO,ARQ-013,# ARQ-013
MEF-V3-DIC-0056,ARQ-013,ARQ,ARQ-016,ARQ-016-SECURITY.md,14,CANONICO,ARQ-013,- ARQ-013
MEF-V3-DIC-0056,ARQ-013,ARQ,ARQ-017,ARQ-017-PACKAGING.md,15,CANONICO,ARQ-013,- ARQ-013
MEF-V3-DIC-0056,ARQ-013,ARQ,ARQ-017,ARQ-017-PACKAGING.md,302,CANONICO,ARQ-013,- ARQ-013 — Configuration
MEF-V3-DIC-0056,ARQ-013,ENG,ENG-000,ENG-000-INGENIERIA_GENERAL.md,704,CANONICO,ARQ-013,ARQ-013 Configuration
MEF-V3-DIC-0056,ARQ-013,ENG,ENG-002,ENG-002-ESPECIFICACION_DE_MODULES.md,698,CANONICO,ARQ-013,- respetar ARQ-013.
MEF-V3-DIC-0056,ARQ-013,ENG,ENG-002,ENG-002-ESPECIFICACION_DE_MODULES.md,1155,CANONICO,ARQ-013,- ARQ-013 — Configuration
MEF-V3-DIC-0056,ARQ-013,ENG,ENG-004,ENG-004-CONVENCIONES.md,1576,CANONICO,ARQ-013,- ARQ-013 — Configuration
MEF-V3-DIC-0056,ARQ-013,ENG,ENG-005,ENG-005-NOMENCLATURA.md,2545,CANONICO,ARQ-013,- ARQ-013 — Configuration
MEF-V3-DIC-0056,ARQ-013,ENG,ENG-010,ENG-010-LOGGING.md,1813,CANONICO,ARQ-013,- ARQ-013 — Configuration
MEF-V3-DIC-0056,ARQ-013,ENG,ENG-011,ENG-011-CONFIGURATION_FILES.md,19,CANONICO,ARQ-013,- ARQ-013
MEF-V3-DIC-0056,ARQ-013,ENG,ENG-011,ENG-011-CONFIGURATION_FILES.md,55,CANONICO,ARQ-013,ENG-011 materializa técnicamente el modelo definido por `ARQ-013 — Configuration`.
MEF-V3-DIC-0056,ARQ-013,ENG,ENG-011,ENG-011-CONFIGURATION_FILES.md,2464,CANONICO,ARQ-013,**ENG-011 — Configuration Files** materializa el modelo arquitectónico de Configuration definido por `ARQ-013`.
